  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2  Pa0Nm2     PA1% Pp1Hr   PA2% Pp2Hr  DA0kgm3    DA1% Dp1Hr   DA2% Dp2Hr
  30  95 -82.5 128.06 16.26 17.1   .88 11.7 7.509E-04  20.81  16.1   2.16  17.4 3.060E-08  11.83  15.4   1.61  18.1
  30 100 -82.5 135.05 13.53 17.5  1.80 16.4 3.791E-04  27.19  16.3   2.08  17.4 1.454E-08  21.80  16.1    .96  22.7
  30 105 -82.5 143.81  4.98 20.0  3.23 16.5 1.984E-04  33.14  16.5   1.98  17.4 7.047E-09  32.47  16.4   1.72  16.5
  30 110 -82.5 153.76  6.97 26.1  2.58 16.7 1.086E-04  36.56  16.8   1.75  17.4 3.589E-09  38.62  16.6   4.36  16.5
  30 115 -82.5 163.12 11.62 27.2  1.17 17.3 6.161E-05  33.48  17.0   1.65  17.3 1.914E-09  39.76  16.7   6.25  16.6
  30 120 -82.5 171.40 13.25 27.6   .42 19.0 3.611E-05  29.02  17.2   1.58  17.3 1.062E-09  36.68  16.9   6.44  16.9
  30 125 -82.5 178.48 12.53 27.8   .49 21.6 2.175E-05  24.22  17.4   1.52  17.3 6.088E-10  31.56  17.1   5.59  17.1
  30 130 -82.5 184.25 10.83 27.8   .50 22.4 1.342E-05  19.78  17.8   1.49  17.2 3.593E-10  26.40  17.4   4.54  17.2
  30 135 -82.5 188.77  9.10 27.8   .39 22.7 8.446E-06  15.82  18.3   1.47  17.1 2.173E-10  21.98  17.7   3.69  17.3
  30 140 -82.5 192.20  7.71 27.7   .28 23.0 5.410E-06  12.39  19.0   1.45  17.1 1.340E-10  18.33  18.0   3.07  17.4
  30 145 -82.5 194.75  6.72 27.7   .19 11.4 3.517E-06   9.51  20.1   1.44  17.0 8.410E-11  15.28  18.4   2.61  17.5
  30 150 -82.5 196.53  6.04 27.7   .13 11.7 2.327E-06   9.51  20.1   1.44  17.0 5.364E-11  12.62  18.9   2.23  17.5
  30 155 -82.5 197.77  5.56 27.7   .09 12.3 1.564E-06   7.84  21.9   1.43  17.0 3.471E-11  10.18  19.6   1.93  17.4
  30 160 -82.5 198.68  5.25 27.7   .07 13.2 1.066E-06   8.92  24.3   1.42  16.9 2.274E-11   8.13  20.6   1.64  17.4
  30 165 -82.5 199.34  5.05 27.7   .06 13.9 7.373E-07  12.93  25.8   1.42  16.8 1.508E-11   6.84  22.0   1.37  17.4
  30 170 -82.5 199.80  4.93 27.7   .06 14.1 5.185E-07  12.93  25.8   1.42  16.8 1.014E-11   7.08  24.0   1.16  17.1
  30 175 -82.5 200.12  4.86 27.7   .06 14.5 3.722E-07  18.71  26.5   1.41  16.8 6.945E-12   9.16  25.5    .81  17.5
  30 180 -82.5 200.37  4.82 27.7   .04 14.6 2.704E-07  25.80  27.0   1.41  16.7 4.813E-12  12.66  26.4    .51  17.6
  30 185 -82.5 200.54  4.81 27.7   .04 14.7 1.998E-07  25.80  27.0   1.41  16.7 3.394E-12  16.54  26.9    .57  21.1
  30 190 -82.5 200.66  4.80 27.8   .03 14.6 1.501E-07  34.10  27.3   1.42  16.7 2.442E-12  20.91  27.2    .75  21.8
  30 195 -82.5 200.76  4.80 27.8   .02 14.7 1.137E-07  34.10  27.3   1.42  16.7 1.775E-12  25.23  27.4   1.29  21.9
  30 200 -82.5 200.82  4.81 27.8   .01 14.5 8.773E-08  43.68  27.5   1.44  16.7 1.323E-12  30.85  27.5    .70  22.7
  30 205 -82.5 200.88  4.82 27.8   .01 14.4 6.788E-08  43.68  27.5   1.44  16.7 9.906E-13  36.33  27.6   1.21  13.1
  30 210 -82.5 200.91  4.83 27.8   .01 13.3 5.335E-08  54.47  27.6   1.51  16.7 7.539E-13  42.53  27.7   2.89  15.2
  30 215 -82.5 200.94  4.83 27.8   .01 13.3 4.199E-08  54.47  27.6   1.51  16.7 5.747E-13  42.53  27.7   2.89  15.2
  30 220 -82.5 200.95  4.83 27.8   .01 13.3 3.340E-08  54.47  27.6   1.51  16.7 4.436E-13  42.53  27.7   2.89  15.2
  30 225 -82.5 200.97  4.83 27.8   .01 13.3 2.662E-08  54.47  27.6   1.51  16.7 3.434E-13  42.53  27.7   2.89  15.2
  30 230 -82.5 200.97  4.83 27.8   .01 13.3 2.135E-08  54.47  27.6   1.51  16.7 2.677E-13  42.53  27.7   2.89  15.2
  30 235 -82.5 200.97  4.83 27.8   .01 13.3 1.719E-08  54.47  27.6   1.51  16.7 2.097E-13  42.53  27.7   2.89  15.2
  30 240 -82.5 200.97  4.83 27.8   .01 13.3 1.393E-08  54.47  27.6   1.51  16.7 1.653E-13  42.53  27.7   2.89  15.2
  30  80 -77.5 125.31  7.32 16.9  1.83 13.0 8.645E-03   9.34  14.8   4.04  17.5 3.594E-07   5.19  14.0   2.88  17.7
  30  85 -77.5 122.60 10.13 16.9  2.36 13.0 4.139E-03  12.01  15.0   4.76  17.5 1.757E-07   7.89  14.0   4.15  17.7
  30  90 -77.5 124.96 13.93 17.3  3.07 12.7 1.983E-03  18.92  15.8   6.00  17.2 8.265E-08  11.24  15.0   5.36  17.5
  30  95 -77.5 130.20 17.83 17.4  2.73 12.4 9.761E-04  23.59  16.1   6.46  17.1 3.905E-08  16.49  15.8   6.14  17.5
  30 100 -77.5 135.31 15.13 17.5  4.00 13.5 4.958E-04  36.66  16.6   6.17  16.8 1.902E-08  26.11  16.4   6.79  13.4
  30 105 -77.5 140.39  7.15 19.0  6.40 18.9 2.582E-04  42.78  16.8   4.82  16.7 9.483E-09  36.39  16.5   7.02  16.1
  30 110 -77.5 147.34  6.65 24.7  6.40 18.8 1.374E-04  45.70  16.9   2.96  16.7 4.790E-09  43.43  16.6   7.17  16.2
  30 115 -77.5 157.00 10.74 26.8  5.09 19.2 7.575E-05  44.63  17.0   1.42  17.6 2.458E-09  45.72  16.8   7.67  16.8
  30 120 -77.5 167.30 12.29 27.9  4.68 20.4 4.356E-05  35.83  17.4   3.10  19.3 1.314E-09  43.71  17.1   7.92  17.3
  30 125 -77.5 176.25 11.93 28.6  5.18 21.8 2.600E-05  30.43  17.6   4.09  19.4 7.366E-10  38.98  17.3   6.81  17.7
  30 130 -77.5 183.40 10.73 29.2  5.67 22.2 1.599E-05  25.24  17.8   5.04  19.5 4.293E-10  33.62  17.5   5.50  18.3
  30 135 -77.5 188.78  9.53 29.8  5.98 22.3 1.007E-05  25.24  17.8   5.04  19.5 2.583E-10  28.59  17.7   5.01  18.9
  30 140 -77.5 192.70  8.67 30.3  6.19 22.5 6.474E-06  20.31  18.0   5.93  19.5 1.594E-10  24.08  17.8   5.33  19.3
  30 145 -77.5 195.57  8.17 30.7  6.38 22.6 4.234E-06  15.44  18.4   6.72  19.5 1.002E-10  20.02  18.0   6.00  19.5
  30 150 -77.5 197.65  7.91 31.1  6.56 22.8 2.814E-06  10.61  19.0   7.35  19.4 6.406E-11  16.18  18.2   6.68  19.6
  30 155 -77.5 199.14  7.80 31.4  6.73 11.1 1.898E-06   6.40  20.8   7.76  19.4 4.151E-11  12.36  18.5   7.32  19.7
  30 160 -77.5 200.19  7.77 31.6  6.85 11.5 1.298E-06   6.68  25.2   7.86  19.4 2.724E-11   8.62  19.0   7.92  19.7
  30 165 -77.5 200.85  7.78 31.7  6.93 11.8 9.059E-07   6.68  25.2   7.86  19.4 1.818E-11   5.15  20.4   8.39  19.7
  30 170 -77.5 201.32  7.80 31.8  7.01 12.0 6.423E-07  12.65  27.0   7.60  19.4 1.231E-11   4.22  24.7   8.59  19.7
  30 175 -77.5 201.67  7.83 31.9  7.08 12.2 4.611E-07  20.66  27.6   7.00  19.5 8.429E-12   7.58  27.0   8.67  19.9
  30 180 -77.5 201.89  7.86 32.0  7.12 12.2 3.376E-07  20.66  27.6   7.00  19.5 5.881E-12  12.36  27.7   8.47  20.0
  30 185 -77.5 202.06  7.89 32.0  7.14 12.2 2.509E-07  29.96  27.8   6.17  19.5 4.165E-12  17.43  28.0   8.33  21.8
  30 190 -77.5 202.19  7.92 32.0  7.16 12.2 1.883E-07  29.96  27.8   6.17  19.5 2.980E-12  23.05  28.1   8.22  22.2
  30 195 -77.5 202.26  7.94 32.0  7.18 12.2 1.441E-07  40.48  27.9   5.45  19.7 2.183E-12  28.35  28.2   7.99  22.4
  30 200 -77.5 202.33  7.96 32.0  7.18 12.2 1.106E-07  40.48  27.9   5.45  19.7 1.605E-12  34.54  28.2   6.99  22.8
  30 205 -77.5 202.37  7.98 32.0  7.19 12.1 8.655E-08  51.94  28.0   5.25  13.9 1.210E-12  39.93  28.2   5.68  12.1
  30 210 -77.5 202.41  8.00 32.0  7.20 11.5 6.775E-08  51.94  28.0   5.25  13.9 9.135E-13  46.21  28.2   5.84  13.3
  30 215 -77.5 202.43  8.00 32.0  7.20 11.5 5.382E-08  51.94  28.0   5.25  13.9 7.048E-13  46.21  28.2   5.84  13.3
  30 220 -77.5 202.45  8.00 32.0  7.20 11.5 4.282E-08  51.94  28.0   5.25  13.9 5.449E-13  46.21  28.2   5.84  13.3
  30 225 -77.5 202.46  8.00 32.0  7.20 11.5 3.438E-08  51.94  28.0   5.25  13.9 4.284E-13  46.21  28.2   5.84  13.3
  30 230 -77.5 202.47  8.00 32.0  7.20 11.5 2.769E-08  51.94  28.0   5.25  13.9 3.388E-13  46.21  28.2   5.84  13.3
  30 235 -77.5 202.47  8.00 32.0  7.20 11.5 2.240E-08  51.94  28.0   5.25  13.9 2.688E-13  46.21  28.2   5.84  13.3
  30 240 -77.5 202.47  8.00 32.0  7.20 11.5 1.822E-08  51.94  28.0   5.25  13.9 2.143E-13  46.21  28.2   5.84  13.3
  30  80 -72.5 126.71  7.76 16.3  3.72 15.6 1.043E-02  13.48  15.7   6.81  17.3 4.294E-07   7.62  15.2   4.00  17.7
  30  85 -72.5 124.04  7.95 16.3  4.43 15.6 5.020E-03  16.53  15.6   8.21  17.2 2.107E-07  11.68  15.2   6.45  17.7
  30  90 -72.5 126.09  9.23 18.4  5.79 14.4 2.415E-03  19.40  15.7   9.52  17.0 9.948E-08  15.76  15.2   9.05  17.3
  30  95 -72.5 130.94 12.03 18.8  5.59 12.8 1.198E-03  24.75  16.2  11.70  16.4 4.752E-08  18.87  15.8  11.75  16.6
  30 100 -72.5 134.17 10.74 18.7  7.66 22.7 6.072E-04  28.53  16.6  12.01  16.0 2.353E-08  24.46  16.4  13.44  15.9
  30 105 -72.5 135.73  6.85 20.4 11.24 21.7 3.114E-04  36.32  17.2   8.59  15.1 1.195E-08  30.98  16.5  12.38  15.6
  30 110 -72.5 139.12  6.86 23.7 12.76 21.4 1.608E-04  37.33  17.5   6.38  14.5 6.039E-09  34.43  16.7   9.14  15.5
  30 115 -72.5 147.15  7.19 25.3 13.70 21.5 8.517E-05  36.59  17.8   6.06  14.8 3.012E-09  34.94  17.2   6.79  15.5
  30 120 -72.5 158.01  5.99 26.9 15.02 21.8 4.712E-05  34.25  18.0   8.98  22.0 1.534E-09  34.13  17.7   8.00  14.9
  30 125 -72.5 168.54  5.59 31.0 16.17 21.8 2.733E-05  31.12  18.2  12.72  22.1 8.207E-10  32.05  18.1  10.78  20.8
  30 130 -72.5 177.07  6.53 32.6 17.00 21.8 1.647E-05  27.65  18.4  16.42  22.1 4.622E-10  29.33  18.4  13.42  21.1
  30 135 -72.5 183.40  7.46 33.3 17.60 21.8 1.023E-05  23.91  18.4  19.85  22.1 2.713E-10  26.41  18.6  16.36  21.5
  30 140 -72.5 187.92  8.32 33.8 18.05 21.8 6.513E-06  19.91  18.5  22.92  22.1 1.643E-10  23.42  18.7  19.61  21.8
  30 145 -72.5 191.13  9.12 10.1 18.46 21.8 4.230E-06  15.59  18.5  25.58  22.0 1.019E-10  20.34  18.8  22.78  22.0
  30 150 -72.5 193.37  9.81 10.3 18.85 21.7 2.796E-06  10.81  18.7  27.69  22.0 6.443E-11  17.05  18.9  25.60  22.0
  30 155 -72.5 194.93 10.36 10.5 19.17 21.7 1.879E-06   5.62  19.7  29.01  22.0 4.141E-11  13.47  19.1  28.04  22.1
  30 160 -72.5 195.99 10.77 10.6 19.38 21.7 1.282E-06   3.42  25.4  29.46  22.0 2.699E-11   9.60  19.5  30.19  22.1
  30 165 -72.5 196.65 11.06 10.6 19.53 21.7 8.928E-07   3.42  25.4  29.46  22.0 1.792E-11   5.64  20.6  31.76  22.1
  30 170 -72.5 197.10 11.29 10.6 19.65 21.7 6.329E-07  10.04  28.2  28.91  21.9 1.209E-11   3.91  24.8  32.58  22.2
  30 175 -72.5 197.44 11.44 10.7 19.73 21.7 4.544E-07  18.67  28.5  27.56  22.0 8.260E-12   7.17  27.6  33.07  22.2
  30 180 -72.5 197.65 11.55 10.7 19.79 21.7 3.323E-07  18.67  28.5  27.56  22.0 5.750E-12  12.42  28.4  32.67  22.3
  30 185 -72.5 197.80 11.63 10.7 19.83 21.7 2.468E-07  28.38  28.6  25.72  22.0 4.068E-12  18.12  28.8  31.78  22.3
  30 190 -72.5 197.92 11.68 10.7 19.86 21.7 1.848E-07  28.38  28.6  25.72  22.0 2.903E-12  24.18  28.9  30.47  22.4
  30 195 -72.5 197.99 11.72 10.7 19.89 21.7 1.412E-07  38.91  28.5  24.06  22.2 2.117E-12  29.88  28.9  28.56  22.4
  30 200 -72.5 198.05 11.75 10.7 19.90 21.7 1.081E-07  49.68  28.5  23.32  22.5 1.549E-12  36.06  28.8  26.64  22.5
  30 205 -72.5 198.08 11.75 10.7 19.90 21.7 8.431E-08  49.68  28.5  23.32  22.5 1.169E-12  36.06  28.8  26.64  22.5
  30 210 -72.5 198.12 11.75 10.7 19.90 21.7 6.578E-08  49.68  28.5  23.32  22.5 8.831E-13  36.06  28.8  26.64  22.5
  30 215 -72.5 198.13 11.75 10.7 19.90 21.7 5.209E-08  49.68  28.5  23.32  22.5 6.863E-13  36.06  28.8  26.64  22.5
  30 220 -72.5 198.15 11.75 10.7 19.90 21.7 4.124E-08  49.68  28.5  23.32  22.5 5.334E-13  36.06  28.8  26.64  22.5
  30 225 -72.5 198.16 11.75 10.7 19.90 21.7 3.303E-08  49.68  28.5  23.32  22.5 4.198E-13  36.06  28.8  26.64  22.5
  30 230 -72.5 198.17 11.75 10.7 19.90 21.7 2.648E-08  49.68  28.5  23.32  22.5 3.309E-13  36.06  28.8  26.64  22.5
  30 235 -72.5 198.17 11.75 10.7 19.90 21.7 2.136E-08  49.68  28.5  23.32  22.5 2.628E-13  36.06  28.8  26.64  22.5
  30 240 -72.5 198.17 11.75 10.7 19.90 21.7 1.729E-08  49.68  28.5  23.32  22.5 2.096E-13  36.06  28.8  26.64  22.5
  30  80 -67.5 127.76  8.30 14.6  4.05 14.9 1.259E-02  15.34  16.2   7.53  16.3 5.157E-07  10.96  15.9   5.27  16.7
  30  85 -67.5 123.82  5.88 14.6  4.56 14.9 6.086E-03  21.24  15.7  10.46  16.2 2.565E-07  16.30  15.9   7.85  16.7
  30  90 -67.5 125.18  3.63 22.1  6.41 13.7 2.916E-03  22.92  15.6  11.66  16.1 1.212E-07  21.31  15.4  10.97  16.5
  30  95 -67.5 129.27  6.83 21.7  7.75 12.1 1.429E-03  22.92  15.9  13.68  15.5 5.755E-08  22.22  15.4  14.26  15.9
  30 100 -67.5 131.35  6.41 22.0 11.24 22.8 7.155E-04  23.37  16.4  13.66  15.0 2.846E-08  22.80  15.8  15.47  15.5
  30 105 -67.5 131.73  6.83 23.8 15.16 22.4 3.601E-04  24.30  16.8  12.94  14.4 1.437E-08  24.18  16.0  14.11  15.0
  30 110 -67.5 133.50  9.19 24.2 17.87 22.1 1.812E-04  23.56  17.9  13.55  12.7 7.189E-09  22.56  16.0  12.52  14.4
  30 115 -67.5 140.28  8.00 23.7 21.48 21.8 9.328E-05  23.13  18.6  16.99  11.8 3.524E-09  18.66  16.9  12.38  13.5
  30 120 -67.5 150.40  4.60 23.5 24.52 21.7 5.004E-05  23.13  19.1  22.05  11.3 1.747E-09  18.02  18.5  15.70  12.1
  30 125 -67.5 160.94  3.50 13.4 25.82 21.5 2.820E-05  22.65  19.3  27.63  22.9 9.046E-10  19.61  19.4  22.19  11.3
  30 130 -67.5 169.80  5.61 13.2 26.26 21.5 1.659E-05  21.60  19.4  33.37  22.7 4.933E-10  20.79  19.7  29.09  22.9
  30 135 -67.5 176.41  7.96 12.9 26.43 21.5 1.009E-05  19.81  19.3  38.79  22.5 2.817E-10  21.17  19.9  35.52  22.7
  30 140 -67.5 181.08  9.89 12.7 26.54 21.4 6.303E-06  17.29  19.1  43.62  22.3 1.667E-10  20.71  19.9  41.28  22.5
  30 145 -67.5 184.31 11.39 12.5 26.69 21.4 4.028E-06  14.05  18.9  47.69  22.2 1.014E-10  19.52  19.9  46.33  22.4
  30 150 -67.5 186.52 12.49 12.4 26.88 21.4 2.627E-06  10.07  18.6  50.91  22.1 6.304E-11  17.58  20.0  50.65  22.3
  30 155 -67.5 188.03 13.25 12.4 27.05 21.4 1.745E-06   5.27  18.0  53.02  22.0 3.993E-11  14.91  20.0  54.27  22.2
  30 160 -67.5 189.05 13.75 12.3 27.14 21.4 1.179E-06   2.40  29.3  53.98  21.9 2.571E-11  11.55  20.2  57.24  22.1
  30 165 -67.5 189.76 14.10 12.3 27.21 21.4 8.098E-07   2.40  29.3  53.98  21.9 1.680E-11   7.84  20.9  59.45  22.1
  30 170 -67.5 190.17 14.34 12.2 27.26 21.4 5.697E-07   8.80  30.0  53.80  21.8 1.124E-11   4.63  23.0  60.23  22.0
  30 175 -67.5 190.48 14.49 12.2 27.29 21.4 4.063E-07  17.17  29.8  52.80  21.7 7.619E-12   5.70  27.5  60.30  22.0
  30 180 -67.5 190.71 14.60 12.2 27.30 21.4 2.931E-07  26.45  29.5  51.24  21.6 5.222E-12  10.97  28.9  59.70  21.9
  30 185 -67.5 190.84 14.66 12.1 27.31 21.4 2.164E-07  26.45  29.5  51.24  21.6 3.658E-12  17.08  29.3  57.98  21.8
  30 190 -67.5 190.95 14.71 12.1 27.31 21.4 1.611E-07  36.26  29.4  49.89  21.5 2.594E-12  23.47  29.5  55.80  21.8
  30 195 -67.5 191.02 14.71 12.1 27.31 21.4 1.215E-07  36.26  29.4  49.89  21.5 1.872E-12  23.47  29.5  55.80  21.8
  30 200 -67.5 191.07 14.71 12.1 27.31 21.4 9.274E-08  36.26  29.4  49.89  21.5 1.375E-12  23.47  29.5  55.80  21.8
  30 205 -67.5 191.11 14.71 12.1 27.31 21.4 7.132E-08  36.26  29.4  49.89  21.5 1.022E-12  23.47  29.5  55.80  21.8
  30 210 -67.5 191.14 14.71 12.1 27.31 21.4 5.553E-08  36.26  29.4  49.89  21.5 7.726E-13  23.47  29.5  55.80  21.8
  30 215 -67.5 191.16 14.71 12.1 27.31 21.4 4.344E-08  36.26  29.4  49.89  21.5 5.882E-13  23.47  29.5  55.80  21.8
  30 220 -67.5 191.17 14.71 12.1 27.31 21.4 3.431E-08  36.26  29.4  49.89  21.5 4.552E-13  23.47  29.5  55.80  21.8
  30 225 -67.5 191.18 14.71 12.1 27.31 21.4 2.721E-08  36.26  29.4  49.89  21.5 3.549E-13  23.47  29.5  55.80  21.8
  30 230 -67.5 191.18 14.71 12.1 27.31 21.4 2.171E-08  36.26  29.4  49.89  21.5 2.784E-13  23.47  29.5  55.80  21.8
  30 235 -67.5 191.18 14.71 12.1 27.31 21.4 1.740E-08  36.26  29.4  49.89  21.5 2.195E-13  23.47  29.5  55.80  21.8
  30 240 -67.5 191.18 14.71 12.1 27.31 21.4 1.400E-08  36.26  29.4  49.89  21.5 1.738E-13  23.47  29.5  55.80  21.8
  30  80 -62.5 129.45  9.43 13.0  5.00 14.2 1.491E-02  18.73  16.0  10.88  15.7 6.040E-07  12.75  16.1   7.53  16.0
  30  85 -62.5 124.50  6.81 13.0  4.80 14.2 7.254E-03  22.13  15.8  12.69  15.6 3.049E-07  19.17  16.1  10.64  16.0
  30  90 -62.5 123.97  2.25 28.5  6.67 12.9 3.469E-03  25.65  15.2  15.11  15.3 1.461E-07  25.34  15.4  14.27  15.8
  30  95 -62.5 126.49  4.88 25.3  9.42 11.5 1.680E-03  24.48  15.1  15.92  15.1 6.946E-08  25.87  15.0  17.71  15.4
  30 100 -62.5 127.81  5.77 25.5 12.62 22.8 8.238E-04  20.88  15.5  16.23  14.2 3.390E-08  24.23  15.0  17.52  15.0
  30 105 -62.5 128.22  8.84 26.0 15.34 22.7 4.060E-04  19.29  15.7  16.12  13.6 1.676E-08  23.00  14.9  16.23  14.5
  30 110 -62.5 129.83 12.02 24.8 18.47 22.2 2.004E-04  16.89  16.0  17.34  13.0 8.204E-09  19.45  14.4  17.82  13.7
  30 115 -62.5 136.50 11.87 23.4 23.43 21.7 1.012E-04  12.48  18.1  24.04  11.8 3.952E-09  11.90  14.5  20.56  13.1
  30 120 -62.5 145.82  8.10 21.4 27.77 21.4 5.337E-05  13.03  19.4  29.21  11.4 1.935E-09   6.58  17.2  23.66  12.3
  30 125 -62.5 155.41  6.23 18.0 29.34 21.3 2.949E-05  13.93  19.9  35.09  23.0 9.888E-10  10.68  20.5  29.66  11.5
  30 130 -62.5 163.69  8.11 15.3 29.37 21.2 1.698E-05  13.93  19.9  41.15  22.7 5.302E-10  14.66  20.6  37.10  23.0
  30 135 -62.5 170.02 10.85 14.1 29.03 21.2 1.012E-05  12.96  19.4  46.96  22.5 2.971E-10  16.90  20.5  44.30  22.7
  30 140 -62.5 174.51 13.16 13.5 28.76 21.2 6.200E-06  11.32  18.6  52.12  22.3 1.726E-10  17.65  20.2  50.65  22.4
  30 145 -62.5 177.61 14.89 13.1 28.65 21.2 3.892E-06   9.55  17.4  56.50  22.1 1.031E-10  17.19  19.9  56.04  22.3
  30 150 -62.5 179.70 16.10 12.9 28.67 21.2 2.494E-06   8.08  15.9  60.11  22.0 6.304E-11  15.74  19.5  60.54  22.1
  30 155 -62.5 181.10 16.90 12.8 28.72 21.2 1.631E-06   6.97  14.3  62.48  21.8 3.931E-11  13.50  19.0  64.18  22.0
  30 160 -62.5 182.05 17.42 12.7 28.76 21.2 1.086E-06   8.04  34.0  63.93  21.7 2.495E-11  10.79  18.3  66.99  21.9
